Rotation	Base moment [kN.m]	Axial Disp. [mm]
4.79386E-05	-32.37887385	-1.903777593
4.65468E-05	-32.37589882	-1.90700579
4.85063E-05	-32.41028689	-1.909774495
4.78482E-05	-32.39300326	-1.91309012
4.72493E-05	-32.35866228	-1.915834728
4.79971E-05	-32.37812147	-1.919777249
4.85456E-05	-32.37126652	-1.922787982
4.87666E-05	-32.40095078	-1.926234108
4.85061E-05	-32.3375651	-1.929695718
4.64983E-05	-32.36620523	-1.932123094
4.77308E-05	-32.34336277	-1.935771434
4.74922E-05	-32.36745898	-1.938764355
4.72053E-05	-32.34239884	-1.942200703
4.70823E-05	-32.3517866	-1.945671043
4.74962E-05	-32.27261157	-1.948278863
4.76933E-05	-32.26406552	-1.950969105
4.71237E-05	-32.26223153	-1.954770414
4.73466E-05	-32.33533263	-1.957480563
4.74069E-05	-32.30388198	-1.960772555
4.77384E-05	-32.29768617	-1.964574913
4.75898E-05	-32.2770653	-1.967404271
4.75144E-05	-32.28807245	-1.970817102
4.76811E-05	-32.27683905	-1.973835053
4.88369E-05	-32.22932962	-1.977389213
4.74165E-05	-32.20023776	-1.980335452
4.69354E-05	-32.18655971	-1.983607188
4.77541E-05	-32.18532294	-1.986349467
4.64531E-05	-32.15456514	-1.9897772
4.82886E-05	-32.11656929	-1.993334852
4.71954E-05	-32.08932879	-1.99582614
4.7249E-05	-32.10145148	-1.999768894
4.77921E-05	-32.08445081	-2.002267633
4.72233E-05	-32.09297541	-2.005795715
4.8573E-05	-32.09957447	-2.008957788
4.78518E-05	-32.10790598	-2.012084937
4.81227E-05	-32.11820166	-2.015772974
4.75978E-05	-32.09617879	-2.018901752
4.81323E-05	-32.07044086	-2.021902706
4.73818E-05	-31.98665603	-2.025223803
4.71765E-05	-31.92614229	-2.028551884
4.78476E-05	-31.90632008	-2.031811979
4.72087E-05	-31.92695118	-2.034771023
4.76681E-05	-31.92708166	-2.037661616
4.82908E-05	-31.8842162	-2.041216474
4.9051E-05	-31.83074845	-2.044765046
4.69209E-05	-31.82987441	-2.046958078
4.66735E-05	-31.82937816	-2.050769981
4.71495E-05	-31.86572634	-2.053503413
4.76908E-05	-31.80139495	-2.056944417
4.73781E-05	-31.80051042	-2.060223371
4.87787E-05	-31.73572638	-2.06345995
4.74931E-05	-31.73042493	-2.066778252
4.86951E-05	-31.72431016	-2.070226707
4.85712E-05	-31.67341475	-2.073656069
4.78126E-05	-31.64821471	-2.07583257
4.75585E-05	-31.55505074	-2.079771599
4.87411E-05	-31.56141821	-2.082950901
4.74657E-05	-31.53024367	-2.085903427
4.71327E-05	-31.48237032	-2.089409623
4.70152E-05	-31.45275517	-2.091787057
4.82543E-05	-31.42043218	-2.095773583
4.86324E-05	-31.37637987	-2.099716803
4.76865E-05	-31.36116311	-2.10177945
4.77816E-05	-31.32666307	-2.105597639
4.76142E-05	-31.34005161	-2.108456101
4.74585E-05	-31.29304706	-2.112218179
4.80532E-05	-31.33537401	-2.115277806
4.83818E-05	-31.37788653	-2.11827131
4.77818E-05	-31.41921788	-2.121098107
4.75416E-05	-31.38863822	-2.124777297
4.79547E-05	-31.37106657	-2.127870452
4.82851E-05	-31.34794711	-2.130771521
4.82868E-05	-31.31764495	-2.133614849
4.74353E-05	-31.23797204	-2.136823023
4.79459E-05	-31.25931466	-2.140772063
4.79039E-05	-31.26437079	-2.143615857
4.72666E-05	-31.31419731	-2.146302722
4.84422E-05	-31.26051098	-2.149981214
4.86831E-05	-31.27449237	-2.153465524
4.8279E-05	-31.24065035	-2.156444592
4.84283E-05	-31.22311016	-2.160129603
4.8132E-05	-31.16303007	-2.163286787
4.76382E-05	-31.13391047	-2.165794838
4.70865E-05	-31.13600523	-2.169685904
4.77584E-05	-31.13639034	-2.172215842
4.82302E-05	-31.11361221	-2.175937407
4.75489E-05	-31.04403168	-2.17946223
4.73526E-05	-31.03502241	-2.182082506
4.67466E-05	-31.0214615	-2.185604535
